AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
TR-0092,TR,36.93968,35.563492,109
LTAP,TR,40.829399,35.521999,107
LTAE,TR,40.078899,32.565601,108
TR-0079,TR,36.80834,31.369507,115
LTBD,TR,37.815389,27.887566,127
TR-0016,TR,40.115021,27.93894,122
TR-0017,TR,38.859261,40.595963,110
TR-0020,TR,39.988998,27.0368,140
LTAY,TR,37.785599,29.7013,133
LTCC,TR,37.893902,40.201,117
LTCA,TR,38.597974,39.28348,135
LTAJ,TR,36.947201,37.478699,104
TR-0032,TR,40.2229,39.793098,148
LTCW,TR,37.5497,44.2381,117
TR-0099,TR,36.349089,36.598577,100
LTBM,TR,37.785122,30.590019,142
TR-0044,TR,36.890908,35.070522,117
LTFJ,TR,40.898602,29.3092,104
LTFB,TR,37.950699,27.329,130
LTCF,TR,40.562199,43.115002,126
LTAL,TR,41.314201,33.795799,111
TR-0039,TR,38.702994,35.504551,115
TR-0030,TR,41.634998,27.492399,131
LTAN,TR,37.979,32.561901,144
LTBN,TR,39.426701,30.016899,121
TR-0001,TR,38.976571,27.853267,102
LTCN,TR,37.538826,36.953522,128
LTFE,TR,37.250599,27.664301,134
LTAZ,TR,38.7719,34.5345,114
TR-0029,TR,37.84507,34.471794,138
TR-0080,TR,41.5129,36.1203,113
LTCM,TR,42.018313,35.071774,120
LTAR,TR,39.813801,36.9035,125
LTCG,TR,40.995098,39.7897,108
LTCH,TR,37.094299,38.847099,107
LTCI,TR,38.468201,43.332298,125
TR-0065,TR,39.86236,33.483787,148
LTCJ,TR,37.929001,41.1166,150
LTCV,TR,37.3647,42.0582,147
LTCT,TR,39.976627,43.876648,111
