AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
UGEJ,AM,39.823666,45.67327,128
UDYZ,AM,40.147301,44.395901,149
UDLS,AM,41.0485,44.3372,122
AM-0004,AM,40.925406,45.461404,100
AM-0002,AM,39.450989,46.34724,102
AM-0009,AM,40.07953,44.60577,119
UDYE,AM,40.122101,44.465,116
AM-0007,AM,38.911573,46.198926,149
AM-0001,AM,39.202272,46.455204,116
UDSG,AM,40.750401,43.859299,143
AM-0005,AM,40.371201,45.097332,135
UD21,AM,40.294102,44.564602,106
AM-0006,AM,40.199855,45.777111,140
AM-0003,AM,40.080977,43.88227,118
AM-0008,AM,39.54694,46.05694,141
UBEE,AZ,40.631901,47.141899,106
UG11,AZ,40.8876,45.957001,103
AZ-0010,AZ,40.022291,47.44935,116
AZ-0006,AZ,40.664268,47.514801,124
UBBG,AZ,40.737701,46.3176,137
AZ-0001,AZ,40.495542,49.976807,149
UB12,AZ,40.591599,49.5574,135
AZ-0012,AZ,39.976002,47.000145,103
UBBZ,AZ,39.11443,46.74392,129
UBBQ,AZ,40.808617,47.725389,104
UBBA,AZ,41.123616,45.420793,131
UB14,AZ,40.273602,48.163601,121
AZ-0015,AZ,40.129771,49.454956,124
AZ-0003,AZ,41.136553,47.1595,112
UB18,AZ,40.406601,50.200199,120
AZ-0016,AZ,39.853999,49.340018,135
AZ-0004,AZ,40.51592,46.829481,125
AZ-0013,AZ,40.807313,49.431481,114
AZ-0009,AZ,40.120419,48.145716,113
AZ-0018,AZ,39.83179,48.966751,126
OBBI,BH,26.267295,50.63764,106
OBBS,BH,25.9184,50.590599,102
OBKH,BH,26.034533,50.524544,135
WBAK,BN,4.635158,114.378748,112
WBSB,BN,4.9442,114.928001,132
LLNV,IL,31.2083,35.012299,142
IL-0006,IL,31.8851,34.8862,141
LLYO,IL,29.901111,35.0675,101
LLBO,IL,32.649854,34.933126,102
IL-0008,IL,32.2636,34.9511,114
LLBS,IL,31.287001,34.723,141
LLHA,IL,32.809399,35.043098,137
IL-0003,IL,31.2277,34.4604,108
LL59,IL,31.8979,34.6908,110
LLEK,IL,31.8395,34.8218,135
LLMR,IL,30.6506,34.8069,135
IL-0012,IL,31.06104,35.01049,131
LLTN,IL,32.308611,34.978333,124
LLBG,IL,32.011398,34.8867,110
LLMG,IL,32.597301,35.228802,109
LLET,IL,29.559945,34.959612,140
IL-0004,IL,31.1252,34.3777,114
LLMZ,IL,31.328199,35.388599,108
IL-0011,IL,31.69692,34.76821,136
LL1B,IL,31.22917,35.189037,125
VDSR,KH,13.41155,103.813044,112
VDSV,KH,10.569498,103.631001,148
VDSA,KH,13.369167,104.223056,128
VDMK,KH,12.463648,107.187252,137
VDKC,KH,12.028657,105.441165,105
KMT,KH,10.6343,104.1617,110
KH-0002,KH,11.3623,104.9154,133
VDKK,KH,11.613397,102.997084,118
VDSY,KH,12.5385,104.1486,122
VDKH,KH,12.255032,104.564657,125
KH-0001,KH,10.914244,103.226652,127
VDRK,KH,13.73,106.987,142
OMY,KH,13.7597,104.97173,117
VDKT,KH,12.489017,106.05469,150
VDBG,KH,13.0956,103.223999,145
KH-0003,KH,13.3726,104.2226,141
VDPP,KH,11.5466,104.844002,113
LA-0005,LA,18.068039,102.910591,124
VLTK,LA,17.377917,104.857378,137
LA-0004,LA,19.523889,102.889167,150
VLSN,LA,20.4184,104.067001,110
LA-0002,LA,19.107,102.924004,127
VLAP,LA,14.793056,107.045278,109
LA-0007,LA,18.911778,102.405238,121
LA-0001,LA,18.924999,102.450996,147
PCQ,LA,21.6475,101.9,103
VLXL,LA,19.6203,100.815332,119
VLOS,LA,20.682699,101.994003,109
VLPV,LA,19.454901,103.218002,145
VLSV,LA,15.709439,106.410699,115
LA-0003,LA,22.121944,101.799167,102
LA-0006,LA,20.324,100.165,131
VLVT,LA,17.9883,102.563004,124
VLLN,LA,20.966999,101.400002,106
VLSK,LA,16.556601,104.760002,131
VLHS,LA,20.257299,100.436996,106
VLXK,LA,19.450001,103.157997,131
VMMC,MO,22.149599,113.592003,138
VNRB,NP,26.510066,86.733902,112
NP-0015,NP,27.18117,86.77185,106
VNMA,NP,28.641399,84.089203,128
VNSI,NP,27.159803,84.980021,105
VNMG,NP,27.5774,84.22875,126
VNBP,NP,27.678101,84.429398,125
VNCG,NP,26.570801,88.079597,122
VNLT,NP,28.200001,85.583,129
VNSK,NP,28.586,81.636002,101
VNTH,NP,27.04787,86.858022,101
VNBR,NP,29.502001,81.668999,150
VNMN,NP,28.9632,80.147903,116
VNPK,NP,28.200899,83.982101,106
VNTR,NP,27.315001,87.193298,137
VNDH,NP,28.755283,80.583398,102
VNLD,NP,27.253099,86.669998,145
