AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
AD-0002,AD,42.544983,1.452258,123
LOWZ,AT,47.291468,12.790632,128
LOLU,AT,47.951541,13.867271,121
LOKM,AT,46.9758,14.3717,120
X-VIE,AT,48.2244,16.5082,124
LOLK,AT,48.21227,13.345678,104
LOWW,AT,48.110298,16.5697,133
LOWI,AT,47.260201,11.344,144
LOAV,AT,47.965,16.26,133
LOAN,AT,47.8433,16.260099,105
LOWG,AT,46.9911,15.4396,108
LOIJ,AT,47.5201,12.4497,149
LOIA,AT,47.449756,12.396033,138
LOKW,AT,46.818202,14.825154,102
LOWS,AT,47.793301,13.0043,145
LOGP,AT,47.386684,16.112673,146
LOGW,AT,47.170293,15.664468,148
DE-0354,AT,47.93474,14.350854,137
LOLW,AT,48.182513,14.039283,125
LOWL,AT,48.2332,14.1875,134
AT-0024,AT,48.61453,15.40598,102
LSME,CH,47.092444,8.305184,101
LSMD,CH,47.398602,8.64823,106
LSPO,CH,47.34131,7.88494,122
LSZY,CH,47.410599,7.05167,147
LSZC,CH,46.974444,8.396944,102
LSPM,CH,46.512501,8.68978,101
LSZG,CH,47.181599,7.41719,103
LSZT,CH,47.524399,9.00306,121
LSZP,CH,47.089199,7.29,111
LSGS,CH,46.219166,7.326944,117
LSPF,CH,47.690203,8.526178,121
LSTA,CH,46.3036,7.82333,120
LSZO,CH,47.188993,8.204556,136
LSXV,CH,46.2342,9.09417,120
LSZH,CH,47.458056,8.548056,150
LSPK,CH,47.279999,8.88194,116
LSGG,CH,46.238098,6.10895,129
LSZN,CH,47.238602,8.51556,149
LSZD,CH,46.157799,8.78194,126
LSGE,CH,46.755001,7.07611,138
EETA,EE,59.240799,25.9622,111
EE-0006,EE,58.378889,27.523333,124
EEVU,EE,57.63288,26.671085,139
EEEI,EE,59.2603,24.2085,147
EE-0008,EE,59.45,24.86333,104
EELU,EE,59.02211,23.57808,130
EEJI,EE,59.329167,27.397222,112
EE-0003,EE,58.2836,22.817801,124
EE-7685,EE,57.813301,26.0767,126
EEHA,EE,59.3579,24.3795,101
EERI,EE,57.939999,26.979,137
EEKI,EE,58.117078,25.552783,117
EEVI,EE,58.348374,25.494831,101
EEAA,EE,57.826111,26.4925,105
EE-0004,EE,59.397778,25.290556,129
EE-0010,EE,57.983715,22.194271,107
EE-4931,EE,58.189999,25.948299,137
EERU,EE,57.783901,23.2661,148
EE-0009,EE,58.707634,24.221667,115
EERE,EE,59.364799,26.359136,136
ES-0097,ES,39.941179,-1.53596,150
LELH,ES,37.748901,-1.30216,132
ES-0045,ES,42.953642,-3.473773,109
LECT,ES,39.0107,-4.38636,109
ES-0184,ES,39.91613,-5.53976,137
ES-0161,ES,42.077377,1.840227,149
ES-0129,ES,37.089503,-3.788322,135
ES-0269,ES,39.03365,-0.47555,108
ES-0014,ES,42.547,-7.5191,150
LEMP,ES,37.836817,-1.097667,141
ES-0084,ES,38.943167,-0.76915,143
LE83,ES,41.465728,-4.713068,116
ES-0051,ES,41.853613,0.254904,150
LESB,ES,39.5989,2.70278,132
LERS,ES,41.1474,1.16717,126
ES-0149,ES,40.01051,-4.946316,108
LEAL,ES,38.2822,-0.558156,110
ES-0099,ES,41.786817,2.129783,144
ES-0294,ES,39.55833,3.32024,129
ES-0251,ES,40.059082,-5.363341,127
UGMS,GE,43.053597,42.749012,126
LXGB,GI,36.151199,-5.34966,110
HU-0046,HU,47.521857,20.16257,141
HU-0043,HU,46.251378,19.949197,105
LHDV,HU,46.895802,18.9139,108
LHSN,HU,47.122897,20.2355,124
HU-0047,HU,46.11381,19.48895,117
HU-0031,HU,46.78503,17.37905,108
LHVE,HU,47.638333,19.256389,131
LHBA,HU,48.078037,19.321749,137
LHZA,HU,46.884701,16.7889,137
HU-0005,HU,46.456257,20.392963,136
LHSY,HU,47.279999,16.6264,134
LHOY,HU,46.303902,18.769199,128
HU-0028,HU,47.932738,19.774745,106
LHGM,HU,46.956165,20.883123,131
LHHO,HU,47.459202,21.391105,105
HU-0015,HU,47.271801,17.4105,100
LHKH,HU,46.733101,19.893299,121
HU-0023,HU,46.384444,20.308333,117
HU-0044,HU,47.011512,20.982331,135
LHMC,HU,48.13603,20.789641,105
IE-0068,IE,52.75131,-6.56447,113
EIBB,IE,52.858208,-6.06759,133
IE-0011,IE,53.1155,-7.2443,102
IE-0041,IE,52.640212,-6.298816,133
IE-0065,IE,53.60988,-6.26595,110
IE-0018,IE,52.396374,-9.338401,131
IE-0054,IE,53.2461,-8.688,112
IE-0015,IE,54.84053,-7.654712,115
EICD,IE,52.369131,-6.451021,121
EIWT,IE,53.3522,-6.48611,101
IE-0056,IE,53.329,-8.9605,128
EIBR,IE,53.070599,-7.89833,135
IE-0053,IE,53.7668,-6.3257,124
EIIH,IE,52.892223,-7.262778,114
IE-0070,IE,53.99397,-6.79718,148
IE-0004,IE,53.422468,-6.546232,111
IE-0029,IE,52.92613,-7.65352,122
IE-0030,IE,54.094487,-9.034681,134
EIME,IE,53.301701,-6.45133,105
EIDL,IE,55.044201,-8.341,102
IM-0006,IM,54.33583,-4.4375,127
IM-0002,IM,54.354,-4.5238,147
IM-0004,IM,54.356006,-4.438477,136
EGNS,IM,54.083302,-4.62389,136
IM-0003,IM,54.182127,-4.51311,148
IM-0001,IM,54.371111,-4.423333,124
EGJJ,JE,49.207901,-2.19551,130
EYPN,LT,55.709512,24.345188,110
EYVP,LT,54.484848,24.987373,143
LT-9517,LT,55.321701,23.52,122
LT-0014,LT,55.984197,24.34608,140
EYVI,LT,54.634102,25.285801,104
LT-0018,LT,54.375665,24.845464,133
LT-0031,LT,54.426259,23.774189,122
EYPI,LT,55.827499,24.358299,124
LT-0027,LT,55.57675,24.26939,113
EYMO,LT,55.112801,25.336399,135
LT-0025,LT,55.59597,24.36418,130
LT-0002,LT,55.92969,25.41844,124
LT-0015,LT,54.570783,23.156836,140
EYKR,LT,54.805599,23.5331,120
EYKL,LT,55.712021,21.242892,106
EYSB,LT,56.070599,23.5581,136
LT-0019,LT,56.267717,24.01368,147
LT-0009,LT,55.131368,22.964454,134
EYTL,LT,55.986401,22.2878,135
LT-0026,LT,54.32387,25.24008,148
ENFG,NO,61.015598,9.28806,134
NO-0061,NO,59.535537,11.243937,129
NO-0073,NO,68.33635,16.830884,115
NO-0096,NO,58.89914,5.63323,141
ENTS,NO,61.229279,12.266407,124
ENEV,NO,68.491302,16.678101,127
NO-0084,NO,68.790262,16.447434,122
ENHV,NO,71.009697,25.983601,104
NO-0042,NO,60.928665,5.160522,148
NO-0046,NO,70.940661,27.348868,130
NO-0103,NO,59.52733,7.358815,147
NO-0017,NO,63.054722,8.714167,130
NO-0008,NO,68.870697,17.978399,130
ENHD,NO,59.345299,5.20836,117
ENTC,NO,69.683296,18.9189,138
ENKJ,NO,59.969299,11.0361,140
ENSA,NO,77.896944,16.725,133
NO-0092,NO,58.98093,9.84491,116
NO-0001,NO,60.020267,11.379089,101
ENBM,NO,60.638901,6.5015,123
LPPS,PT,33.073399,-16.35,104
PT-0076,PT,37.84125,-8.743787,126
PT-0130,PT,38.711667,-8.610063,144
LPSC,PT,39.124233,-9.379821,109
PT-0054,PT,39.586541,-8.577726,108
PT-0032,PT,38.709167,-8.275277,143
PT-0111,PT,39.004878,-8.274207,133
PT-0139,PT,38.693397,-8.443196,113
LPBJ,PT,38.078899,-7.9324,116
PT-0113,PT,38.984165,-8.766081,115
PT-0137,PT,37.675042,-8.745966,118
PT-0017,PT,37.465556,-8.737222,131
PT-0100,PT,39.849493,-7.281222,129
PT-0112,PT,38.964347,-8.394842,110
PT-0070,PT,38.163218,-8.538029,141
PT-0136,PT,40.406895,-6.997218,119
LPHR,PT,38.519901,-28.7159,126
PT-0067,PT,37.839987,-8.512602,128
PT-0095,PT,38.381674,-7.55177,113
PT-0116,PT,39.073411,-8.766832,101
RU-0212,RU,44.142367,133.272228,130
UHWT,RU,45.0825,136.5912,113
RU-0456,RU,54.1745,127.989703,101
RU-0320,RU,55.670228,41.356659,120
RU-0367,RU,54.9521,39.296583,142
RU-0728,RU,52.8533,156.3467,108
RU-0242,RU,56.157,38.83,122
RU-4244,RU,66.055,32.7967,103
RU-0381,RU,46.287158,48.061173,112
RU-0690,RU,56.9417,65.2417,101
RU-0475,RU,55.098395,38.00034,133
RU-2824,RU,57.928841,162.020753,138
RU-0183,RU,63.305,34.455002,114
UHAW,RU,64.167442,171.057887,122
RU-0501,RU,56.192328,40.31477,114
RU-0076,RU,60.138401,30.886499,111
UHQO,RU,54.30701,155.973673,127
UHPU,RU,57.099706,156.737223,111
UNAA,RU,53.740002,91.385002,149
ULMA,RU,66.696999,34.387001,128
