AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
OMAQ,AE,24.930599,52.855099,113
OMFJ,AE,25.1122,56.324001,104
AE-0115,AE,25.26895,55.92562,141
OMAW,AE,0.02,0.02,114
OMAR,AE,24.780872,52.559871,138
AE-0128,AE,23.65128,53.82444,131
AE-0091,AE,24.18884,51.99655,128
AE-0089,AE,24.88443,54.84281,148
OMAL,AE,24.2617,55.6092,100
OMBY,AE,24.283611,52.580278,142
AM-0009,AM,40.07953,44.60577,147
UDYE,AM,40.122101,44.465,147
AM-0001,AM,39.202272,46.455204,106
UDSG,AM,40.750401,43.859299,131
AM-0008,AM,39.54694,46.05694,106
UD21,AM,40.294102,44.564602,112
AM-0006,AM,40.199855,45.777111,135
AM-0003,AM,40.080977,43.88227,134
UGEJ,AM,39.823666,45.67327,143
AM-0005,AM,40.371201,45.097332,124
FNCC,AO,-10.110278,19.287304,128
AO-0005,AO,-11.4723,16.710899,128
AO-0022,AO,-11.556065,23.553667,125
FNZE,AO,-7.25944,12.8631,109
AO-0055,AO,-14.25396,12.39103,129
AO-0015,AO,-15.793551,21.380704,107
FNHU,AO,-12.8089,15.7605,126
FNXA,AO,-16.7554,14.9653,105
AO-0030,AO,-11.040653,20.208268,107
FNPA,AO,-10.722,13.7655,102
VGIS,BD,24.1525,89.0494,114
BD-0024,BD,21.77327,92.06874,102
BD-0003,BD,21.419863,91.981569,116
VGTJ,BD,23.778799,90.382698,109
VGZR,BD,23.843347,90.397783,143
BD-0039,BD,24.21232,90.9065,109
BD-0022,BD,22.37647,90.32213,111
VGCB,BD,21.4522,91.963898,140
VGSG,BD,26.016399,88.403603,149
VGSY,BD,24.963832,91.864843,138
LBWB,BG,43.423801,28.181299,148
BG-0119,BG,42.58531,26.49089,140
BG-0110,BG,42.32262,26.06231,148
BG-0030,BG,42.753228,23.202753,136
BG-0007,BG,43.679222,23.796246,102
BG-0042,BG,43.236482,27.045656,144
BG-0067,BG,42.677494,27.25495,119
LBSD,BG,42.811795,23.300114,131
BG-0103,BG,42.2796,25.59664,150
BG-0080,BG,43.40321,25.8523,133
OBKH,BH,26.034533,50.524544,109
OBBI,BH,26.267295,50.63764,104
OBBS,BH,25.9184,50.590599,131
HBBL,BI,-4.339434,29.598245,108
HBBA,BI,-3.32402,29.318501,145
HBBE,BI,-3.417209,29.911308,123
BI-0001,BI,-3.471371,30.231485,109
HBBO,BI,-2.544772,30.094575,115
HBBK,BI,-4.0342,30.1318,118
BI-0002,BI,-2.879447,29.832178,115
BR-1695,BR,-19.3475,-46.104167,144
BR-0131,BR,-12.549442,-46.886701,113
SNFL,BR,-6.050556,-56.302223,135
BR-1827,BR,-3.09124,-47.419629,107
SD9B,BR,-7.564035,-56.711844,132
SDDI,BR,-21.59237,-50.833044,103
SIEL,BR,-16.589899,-57.727698,149
SD8U,BR,-13.337778,-58.006111,102
SWGI,BR,-11.7396,-49.132198,119
BR-1478,BR,-18.544192,-55.570832,140
YPCC,CC,-12.19134,96.833696,134
LSTA,CH,46.3036,7.82333,118
LSZO,CH,47.188993,8.204556,141
LSZN,CH,47.238602,8.51556,134
LSGG,CH,46.238098,6.10895,145
LSZD,CH,46.157799,8.78194,145
LSPF,CH,47.690203,8.526178,115
LSZH,CH,47.458056,8.548056,131
LSXV,CH,46.2342,9.09417,110
LSPK,CH,47.279999,8.88194,147
LSGE,CH,46.755001,7.07611,142
CM-0004,CM,2.946602,12.002311,142
CM-0011,CM,4.597263,9.067273,105
FKKD,CM,4.00608,9.71948,128
FKKY,CM,3.83604,11.5235,139
FKAG,CM,3.967,13.2,101
FKKN,CM,7.35701,13.5592,122
CM-0013,CM,4.01583,9.19999,117
FKKR,CM,9.33589,13.3701,146
CM-0009,CM,4.122123,14.541415,119
FKKO,CM,4.54861,13.7261,107
DE-0347,DE,52.1773,11.929264,145
DE-0228,DE,51.986122,10.967081,137
EDXD,DE,52.351391,8.328333,149
DE-0767,DE,51.8675,13.7817,117
EDTK,DE,48.9843,8.3355,115
EDMI,DE,48.235,10.1377,124
DE-0222,DE,48.381953,11.272777,132
EDQR,DE,50.039444,10.822778,104
DE-0068,DE,49.8438,12.06714,101
EDDG,DE,52.134602,7.68483,103
HEBA,EG,30.93249,29.696437,103
HE16,EG,30.836599,30.936001,109
HEOC,EG,29.812302,30.828318,104
HEEM,EG,30.074699,31.191401,100
HE11,EG,29.867554,27.946558,136
EG-0017,EG,31.34512,30.97628,104
HESC,EG,28.684601,34.062681,140
HESW,EG,29.346234,25.505624,114
HEAZ,EG,30.091702,31.359739,132
HE31,EG,29.80532,28.55263,121
ES-0267,ES,39.976746,-3.197516,120
ES-0039,ES,41.372778,-4.695833,121
LEIG,ES,41.585602,1.65306,119
LESA,ES,40.952099,-5.50199,131
LEJR,ES,36.744598,-6.06011,137
ES-0181,ES,38.281802,-5.40184,108
LEMS,ES,41.765301,1.86167,129
ES-0099,ES,41.786817,2.129783,134
ES-0021,ES,41.367985,1.766867,142
GCRR,ES,28.945499,-13.6052,108
PTKK,FM,7.46187,151.843002,124
FM-ULI,FM,10.0198,139.789993,105
FM-0002,FM,6.675669,149.299543,116
PTSA,FM,5.35698,162.957993,110
FM-0001,FM,7.37626,143.908005,100
PTPN,FM,6.9851,158.209,117
PTYA,FM,9.49891,138.082993,146
FR-0403,FR,43.47417,0.078181,131
FR-0258,FR,45.166668,5.9875,143
FR-0518,FR,46.255832,5.149601,146
FR-0312,FR,45.607224,6.709722,141
LFDE,FR,45.421398,2.06889,103
FR-0307,FR,44.115002,6.538611,140
FR-0343,FR,49.914941,4.426403,121
LFFB,FR,48.351101,2.42556,112
LFPU,FR,48.3419,2.79944,112
FR-0418,FR,43.245547,1.231971,116
GB-0301,GB,52.257254,0.9373,150
GB-0450,GB,51.0046,0.621697,110
GB-0676,GB,52.2207,1.554995,148
GB-0826,GB,51.052914,-0.896695,109
GB-0908,GB,53.96191,-1.29964,143
GB-0968,GB,52.775816,0.859442,148
GB-0854,GB,50.983593,-2.259858,137
GB-0161,GB,54.911598,-3.278535,108
GB-0101,GB,52.690278,-2.636667,114
GB-0774,GB,51.772,-0.9101,119
UGMM,GE,41.916,44.566,146
UG28,GE,41.379501,46.367298,134
UGKO,GE,42.176768,42.482393,105
UG24,GE,41.6492,44.936401,146
GE-0018,GE,43.177093,40.323395,105
GE-0013,GE,43.1812,40.3011,119
UGSB,GE,41.610298,41.599701,126
GE-0004,GE,41.376999,43.48,115
GE-0015,GE,43.385152,40.816355,103
UG25,GE,41.9534,45.507999,131
DGLE,GH,9.55719,-0.863214,120
DGSI,GH,6.71456,-1.59082,140
DGAH,GH,6.579691,0.532547,130
DGAA,GH,5.60519,-0.166786,101
DGLN,GH,10.9,-1.1,137
GH-0001,GH,6.114864,0.057761,148
DGLW,GH,10.0827,-2.50769,118
DGTK,GH,4.89606,-1.77476,135
DGLY,GH,9.425,-0.004722,118
DGSN,GH,7.36183,-2.32876,108
GUSI,GN,11.399833,-9.18841,134
GUCY,GN,9.57689,-13.612,111
GUGO,GN,9.24284,-9.29997,108
GUFH,GN,10.0355,-10.7698,112
GUOK,GN,10.9658,-14.2811,102
GN-0001,GN,10.42242,-9.77592,107
GUKU,GN,9.16056,-10.1244,145
GUSA,GN,11.114558,-13.815834,122
GULB,GN,11.337512,-12.290869,101
GUMA,GN,8.481456,-9.526048,137
GGOV,GW,11.8948,-15.6537,102
GGCF,GW,11.2879,-15.1805,138
GGBU,GW,11.297356,-15.838079,123
GGBF,GW,12.176437,-14.657811,102
GG64,GW,11.536858,-14.761904,136
GGGB,GW,12.292002,-14.236044,108
GW-0001,GW,12.32008,-13.958281,147
IT-0312,IT,42.85723,12.473179,116
LIDA,IT,45.886155,11.515861,105
IT-0565,IT,40.794151,17.491959,121
IT-0138,IT,45.53297,8.90103,128
IT-0040,IT,45.778056,8.268611,141
IT-0478,IT,45.293845,9.919281,140
IT-0237,IT,40.415529,15.53648,115
IT-0531,IT,41.79806,15.419932,121
LIPV,IT,45.428299,12.3881,136
LIAR,IT,41.994532,12.0135,149
EGJJ,JE,49.207901,-2.19551,120
JO-0002,JO,30.3435,36.147701,145
JO-0015,JO,31.568827,36.778292,145
OJMS,JO,31.8256,36.782001,132
JO-0009,JO,31.785676,36.221323,135
JO-0006,JO,31.596585,36.923236,149
JO-0007,JO,31.251992,36.223211,118
OJ38,JO,32.025299,36.144798,111
JO-0004,JO,32.026706,36.408691,101
OJAM,JO,31.9727,35.9916,138
OJAQ,JO,29.611601,35.018101,136
FMCN,KM,-11.7108,43.2439,101
FMCH,KM,-11.5337,43.2719,113
FMCI,KM,-12.2981,43.766399,101
FMCV,KM,-12.131047,44.430044,127
OLKA,LB,34.589298,36.011299,100
LB-0005,LB,34.047911,36.173396,137
LB-0006,LB,33.294663,35.578101,143
LB-0004,LB,33.636065,35.614209,100
LB-0007,LB,33.86781,35.55294,122
Z19O,LB,34.281226,35.680096,131
OLBA,LB,33.8209,35.4884,132
OLRA,LB,33.8508,35.987701,116
LB-0008,LB,34.10468,35.65336,101
SY-0028,LB,33.473974,35.608798,140
VCCK,LK,5.99368,80.320297,111
LK-0001,LK,9.3066,80.489,104
BJT,LK,6.431,79.996,107
DWO,LK,6.906585,79.909,117
VCCV,LK,8.741009,80.497845,138
BYV,LK,6.929444,79.854167,144
LK-0002,LK,7.979668,79.856495,114
VCCJ,LK,9.79233,80.070099,140
VCCN,LK,6.55212,79.977501,103
LK-0004,LK,9.26869,80.72741,114
GLMR,LR,6.28906,-10.7587,122
GLVA,LR,8.32347,-9.769249,110
TPT,LR,6.4948,-8.873,100
RVC,LR,5.472469,-9.58546,120
GLCP,LR,4.37902,-7.69695,138
GLRB,LR,6.23379,-10.3623,117
GLGE,LR,5.032124,-9.064236,111
GLBU,LR,5.905503,-10.058262,105
LR-0001,LR,5.13797,-9.08692,111
BYL,LR,7.369167,-9.993722,108
ELUS,LU,49.768155,5.965962,111
ELLX,LU,49.623333,6.204444,100
ELNT,LU,49.981098,5.91778,123
LU-0002,LU,49.7892,6.24111,122
LT-0012,LV,56.836457,23.020737,126
LV-1288,LV,56.883301,24.2267,133
LV-0017,LV,56.515676,26.257966,123
EVTA,LV,56.9422,23.2239,136
LV-0032,LV,56.316525,24.332678,131
LV-0051,LV,56.80478,26.77088,105
LV-0054,LV,57.290981,26.618413,100
LV-0040,LV,56.429748,21.579674,117
LV-0013,LV,56.696944,21.628889,128
EVKA,LV,56.534698,25.8925,146
FMNQ,MG,-16.74453,44.482484,128
FMNF,MG,-15.2,48.483002,127
FMNA,MG,-12.3494,49.291698,120
FMML,MG,-19.686701,44.541901,144
FMND,MG,-14.6517,49.620602,131
MG-0017,MG,-15.14262,47.07671,134
FMSC,MG,-21.046305,44.940412,141
FMMS,MG,-17.093901,49.8158,124
MG-0006,MG,-24.031299,45.026573,100
MG-DOA,MG,-14.3681,49.510799,105
GATB,ML,16.730499,-3.00758,104
GAMK,ML,15.929102,2.346997,149
GAYE,ML,15.133,-10.567,105
GABD,ML,14.336931,-3.609778,129
GASK,ML,11.328611,-5.684722,118
GANK,ML,15.217,-7.267,100
GAKM,ML,13.966876,-5.382999,142
GAKA,ML,12.833,-11.25,128
GAGO,ML,16.2484,-0.005456,103
GABF,ML,13.80694,-10.84779,104
FWMC,MW,-13.8,32.900002,114
FWKI,MW,-13.7894,33.780998,118
FWCL,MW,-15.6791,34.973999,150
FWZA,MW,-15.386309,35.383575,149
FWMG,MW,-14.483,35.266998,147
FWKG,MW,-13.0146,33.468601,135
FWLE,MW,-13.966,33.701801,109
FWSM,MW,-13.755893,34.584188,146
FWNB,MW,-16.498324,34.864218,142
FWSU,MW,-16.269338,34.877216,146
WMAE,MY,4.116389,101.281998,142
MY-0041,MY,1.58898,104.16391,134
MY-SPT,MY,5.083333,115.550003,126
MY-0016,MY,5.406111,118.396385,117
WBKE,MY,5.62861,117.125999,120
MY-0026,MY,5.141389,116.307777,125
WBGJ,MY,4.8083,115.010002,119
WMAD,MY,3.550811,101.894041,136
WMKF,MY,3.11225,101.703003,117
WBKO,MY,4.733,116.467003,116
LMZ,MZ,-10.7506,40.4702,105
MZ-0025,MZ,-19.575645,34.633552,145
MZ-0017,MZ,-12.288658,37.818062,146
MZ-0059,MZ,-15.60454,32.41439,136
FQCB,MZ,-14.815,36.529999,106
MZ-0052,MZ,-22.94259,35.57047,137
MZ-0004,MZ,-21.967245,35.424728,112
MZ-0050,MZ,-15.84374,40.23132,102
FQXA,MZ,-25.0378,33.627399,115
FQ49,MZ,-21.164499,34.560699,105
DRZL,NE,18.7904,7.36595,104
DRZR,NE,13.779,8.98376,138
NE-0004,NE,18.1016,11.56553,150
DRRD,NE,13.048125,3.220968,115
DRRU,NE,14.333,2.083,112
DRZT,NE,14.9703,8.89167,122
DRZI,NE,19.066198,8.41496,122
DRZN,NE,14.251,13.129,108
NE-0002,NE,22.782036,14.024777,115
DRRN,NE,13.4815,2.18361,117
NG-0007,NG,7.801829,6.582793,118
