AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
OAA,AF,33.922217,69.07794,107.5598458792139
AF-0001,AF,33.485298,67.144096,189.98971315756154
OANL,AF,33.739456,66.157408,182.44447234994342
AF-0005,AF,33.284605,69.80734,147.74016243168714
OAQN,AF,34.985472,63.117404,141.03917365852658
AF13,AF,34.778601,67.489557,168.48156320736757
AF04,AF,30.303216,61.868904,125.66335967340197
OAGZ,AF,33.627366,69.237023,160.95176197300253
OALP,AF,37.244444,74.251944,174.26261575869492
AF07,AF,37.061623,69.487765,103.46705859099143
LAGJ,AL,41.895199,19.5987,147.6854734379573
LASK,AL,42.089361,19.509111,186.6921247957705
LASR,AL,39.876113,20.037663,113.42379997375312
AL-0010,AL,40.6114,20.7852,140.6395964908224
LAKO,AL,40.651741,20.741715,156.26687791182093
LAVL,AL,40.476101,19.474199,105.71858641362569
LATI,AL,41.4147,19.7206,198.35298843322565
AL-0003,AL,40.601737,19.432712,173.65864344157922
LAKU,AL,42.035802,20.415955,167.20239126391778
AL-LA10,AL,40.085383,20.15389,181.58437328769014
AO-0012,AO,-17.454765,22.607245,133.69930823191203
FN18,AO,-14.727499961853027,15.013999938964844,100.47925839783868
AO-0037,AO,-17.878868,19.782762,103.22112040421376
FNWK,AO,-11.426400184631348,15.101400375366213,162.28953768906595
AO-0048,AO,-15.711983,18.651003,172.29141174437697
AO-0011,AO,-18.020826,21.437053,143.47448836028036
AO-0043,AO,-12.357134,14.77923,134.25193106761617
AO-0005,AO,-11.4723,16.710899,108.47001898106569
FNCV,AO,-15.160300254821776,19.156099319458008,159.86498348927194
AO-0041,AO,-9.415833,18.434794,199.4433708559147
YMCT,AU,-37.58359909057617,140.36599731445312,138.66481130768557
YNRB,AU,-32.107465,118.407109,117.18009272486196
YSNB,AU,-11.417674,130.648481,105.534123039006
YADS,AU,-26.488959,139.259906,106.02341903364842
YMKB,AU,-30.918453,118.254808,189.29312325637596
YARI,AU,-21.66670036315918,141.56700134277344,185.8473850153925
YMKA,AU,-14.928779,133.135457,107.20075786703256
YINN,AU,-27.697589,140.739498,119.61408849678713
YLTV,AU,-38.211004,146.470817,104.06610653508739
YMDT,AU,-31.82670021057129,128.22999572753906,124.38762202142905
UMNM,BY,53.945,30.244,136.79783980703007
BY-0030,BY,52.75557,24.462681,130.6450399782447
BY-0015,BY,55.144536,26.829358,121.15304995998879
BY-0019,BY,53.598206,24.9719,150.29070516827792
BY-0041,BY,53.830978,27.376385,114.18111019014341
BY-4247,BY,52.30500030517578,31.163299560546875,130.60822546088679
BY-0001,BY,54.439999,30.2967,192.50720352289824
UMMR,BY,53.303,24.369,188.41549471455852
UMII,BY,55.126499176025,30.349599838257,163.92794550820167
BY-0006,BY,52.5569992065,24.8840007782,135.52278994629037
CN-0396,CN,27.2235,111.6741,188.1352315939202
CN-0157,CN,48.38745,124.43127,184.70282198139427
ZWKC,CN,41.677856,82.872917,104.05459330987057
CN-0207,CN,45.406874,126.320977,151.95075948979553
CN-0093,CN,36.769139,116.639787,131.5901351310319
ZUMY,CN,31.428101,104.740997,183.22540453896596
LFQ,CN,36.041083,111.491683,166.86242272058735
ZUJZ,CN,32.853333,103.682222,156.47378464112418
CN-0362,CN,38.588095,106.539788,164.23750507533958
CN-0237,CN,37.661333,75.288877,167.1403798334233
SEHZ,EC,-2.363793,-77.406923,167.3824779724344
EC-0034,EC,-1.649742,-77.047942,199.78101771707526
SEJE,EC,-2.744252,-77.487304,175.24260496563645
SEIR,EC,-2.219802,-76.814087,127.56082285243019
EC-0010,EC,-1.650816,-77.596069,198.53180820313096
SE13,EC,-1.7033530473709106,-79.53804779052734,191.3700693146059
SEBW,EC,-1.260964,-76.387219,104.97483014572407
SEEZ,EC,-2.750557,-77.556644,141.07714939735118
SE09,EC,-2.174602,-79.234887,152.83980601247674
SEKH,EC,-2.033081,-77.670886,145.03306019518743
ES-0156,ES,39.0369546,-2.8946489,144.13179873956625
ES-0248,ES,38.1392261,-3.1738682,106.8731119707788
ES-0048,ES,37.12557,-2.595571,119.00055447728045
ES-0209,ES,40.2237809995,-3.866911,192.09397531919407
ES-0122,ES,37.386693,-6.250106,186.2530121061137
ES-0061,ES,39.400644,2.860621,152.32657891255081
ES-0265,ES,40.485591,-4.050783,122.01761985867773
GCXO,ES,28.4827,-16.341499,167.78251069991654
ES-0084,ES,38.9431666667,-0.76915,102.33398910156714
LEVT,ES,42.882801,-2.72447,194.92020874701655
MYS,ET,3.5623,39.0433,129.2329581549323
HAFN,ET,9.584387,37.377855,188.10547488698444
HAAL,ET,9.003685,38.725498,193.78544190192468
HABD,ET,11.6081,37.321602,119.03605614623275
HAKD,ET,6.732577,44.241339,129.15106245427685
ET-0007,ET,4.17489,42.03296,132.9824315197454
ET-0001,ET,9.3615,42.7887,136.9850180708225
HAWC,ET,7.167,37.167,103.31919332679873
HASD,ET,6.80281,37.68622,173.41891676823096
HAMM,ET,12.932999610899998,36.1669998169,148.55980548277208
SOOS,GF,3.61361,-53.204201,193.74470037154626
GF-0003,GF,4.816117,-53.289505,163.07404383643598
SOGS,GF,4.285833,-54.373056,197.31147983028978
SOOG,GF,3.8976,-51.8041,136.8499481726408
SOOR,GF,4.31339,-52.132745,143.65083075967436
GF-0010,GF,5.66342,-53.76469,179.94262351019006
GF-0013,GF,4.89211,-52.49146,194.13787196557055
GF-0002,GF,4.21009,-51.667702,158.92199754175286
GF-0001,GF,5.176046,-52.694206,128.80092639547672
GF-0004,GF,3.172847,-52.336142,190.7647183134892
EGJA,GG,49.706104,-2.21472,196.83125772199705
EGJB,GG,49.435001,-2.60197,129.11177797513062
GG-0001,GG,49.456424,-2.648456,137.789852434789
OCS,GQ,0.9125,9.3304,111.00597099531939
FGSL,GQ,3.755270004272461,8.708720207214355,187.36861053732503
GQ-0001,GQ,1.636763,11.302458,147.55018117618874
FGAB,GQ,-1.408615,5.624163,171.53691085278643
MDV,GQ,1.0085,10.7552,172.5275411105872
FGBT,GQ,1.90547,9.80568,195.78803428852052
FGMY,GQ,1.685334,11.024394,140.67531424609888
GW-0001,GW,12.32008,-13.958281,165.03021245304328
GGCF,GW,11.2878999710083,-15.180500030517578,189.97395433003362
GGGB,GW,12.292002,-14.236044,158.4437175908338
GGBF,GW,12.176437,-14.657811,171.3316148827045
GGOV,GW,11.894800186157228,-15.65369987487793,193.84416896517982
GG64,GW,11.536858,-14.761904,197.04136667378447
GGBU,GW,11.297355651855469,-15.838079452514648,130.17607949653896
VHHX,HK,22.320304,114.198074,173.69637627587142
HK-0002,HK,22.298906,114.156815,198.63227866641043
HK-0081,HK,22.34254,114.13185,185.86288636126312
HK-0001,HK,22.380238,114.189835,155.38259684612726
VHHH,HK,22.308901,113.915001,178.44452215995304
HK-0008,HK,22.49456,114.11534,109.85726816734825
VHSK,HK,22.4366,114.080002,179.74015764366126
HK-0079,HK,22.32463,114.19064,160.62541824539866
HK-0063,HK,22.54461,114.21992,171.37954843874965
HK-0099,HK,0.015,0.015,199.32347360881187
IM-0004,IM,54.356006,-4.438477,148.66627472234686
IM-0002,IM,54.354,-4.5238,187.5507216695015
IM-0003,IM,54.182127,-4.51311,189.74078452970753
IM-0001,IM,54.371111,-4.423333,137.8340712331505
EGNS,IM,54.083302,-4.62389,199.18610728153428
IM-0006,IM,54.33583,-4.4375,105.96519098856831
OICZ,IR,33.38359832763672,49.6963996887207,171.43746271904195
OIFE,IR,32.92890167236328,51.56110000610352,139.10230710706824
IR-0015,IR,35.943639,50.082056,168.14355480156655
IR-0105,IR,34.985667,50.371786,185.40965452755034
OIMS,IR,36.16809844970703,57.59519958496094,156.2449910310521
OIBJ,IR,27.820499,52.3522,102.46789358259836
OIMX,IR,37.627899,56.1731,150.51703680022655
IR-0016,IR,28.239227,61.180453,183.84785301864866
OIKF,IR,29.2342,56.606899,121.28333774731198
IR-0139,IR,29.33337,50.35069,154.9898602667322
BIBV,IS,64.790037,-14.043927,114.76938139529884
BISP,IS,64.6541976928711,-18.49690055847168,116.35322019849646
BIBD,IS,65.64129638671875,-23.546199798583984,131.84989148949933
BIFZ,IS,63.84816,-20.716267,174.12368868845624
BISN,IS,64.384723,-15.371935,166.45650830977837
BIGJ,IS,65.99530029296875,-21.32690048217773,157.2705507799554
BIHI,IS,64.88610076904297,-19.49250030517578,183.75693244236663
BIAE,IS,65.90470123291016,-22.363300323486328,198.22369137342895
BITM,IS,63.68999862670898,-19.563100814819336,133.42105210364238
BIDV,IS,64.642372,-14.277297,173.0070093270511
VDKT,KH,12.489017,106.05469,163.960841964698
KH-0001,KH,10.914244,103.226652,128.13628949114982
KH-0002,KH,11.3623,104.9154,196.72513555495152
VDBG,KH,13.0956,103.223999,134.91860413193703
VDSV,KH,10.569498,103.631001,178.47436248965204
VDPP,KH,11.5466,104.844002,132.81649692008764
VDSR,KH,13.41155,103.813044,133.50216921645324
VDKK,KH,11.613397,102.997084,194.47296014218398
VDSA,KH,13.369167,104.223056,113.97853331768346
KH-0003,KH,13.3726,104.2226,140.94193722718524
FMCN,KM,-11.7108,43.2439,124.75413596598531
FMCH,KM,-11.5337,43.2719,131.04625570181412
FMCI,KM,-12.2981,43.766399,112.28078658825858
FMCV,KM,-12.131047,44.430044,108.23762264738095
KP-0011,KP,39.017583,125.844913,160.02006261736074
KP-0082,KP,40.400523,128.855596,140.04869297544508
KP-0001,KP,41.8013000488,129.854995728,143.86350161089533
KP-0075,KP,38.23791,126.1203,115.85809530121529
KP-0024,KP,38.59404,126.526558,166.44936617889272
KP-0013,KP,38.864707,127.904034,152.83356205176452
KP-0058,KP,38.673885,126.923718,122.83796898185939
KP-0019,KP,38.613517,127.452393,124.6417664877338
KP-0005,KP,38.131113,125.233154,192.6453753642703
KP-0072,KP,40.672013,128.141098,162.11783191924832
UATR,KZ,47.904999,59.619999,136.19691498889082
KZ-0064,KZ,50.38880157470703,73.09420013427734,179.51518132109643
KZ-0083,KZ,47.891086,74.054011,161.7493732473546
KZ-0068,KZ,50.736074,78.538942,116.74301697853554
KZ-0031,KZ,42.4640998840332,69.60099792480469,182.08052504835007
KZ-0077,KZ,47.675444,84.300148,186.48122066235186
KZ-0079,KZ,47.582142,83.726539,184.7120459360079
UAAR,KZ,43.352052,76.883039,146.27478138647922
KZ-0018,KZ,43.26559829711914,68.6427001953125,146.88672946824065
KZ-0074,KZ,46.347,72.82,113.74688157971399
VLSB,LA,19.2436,101.7093,185.3338390553119
VLHS,LA,20.2572994232,100.43699646,135.61307160047863
LA-0001,LA,18.924999,102.450996,118.09049948142133
VLAP,LA,14.793056,107.045278,106.01326697273456
VLSN,LA,20.418399810791016,104.06700134277344,110.21980871005728
VLOS,LA,20.68269920349121,101.99400329589844,198.12516715921578
LA-0002,LA,19.10700035095215,102.92400360107422,115.14153982874562
VLPS,LA,15.132100105285645,105.78099822998048,102.68607193973484
LA-0006,LA,20.324,100.165,129.67407193667077
LA-0003,LA,22.121944,101.799167,125.74206368296639
VCCC,LK,6.821990013122559,79.88619995117188,153.72976434033578
DGM,LK,7.1079,79.8721,163.77228685363136
LK-0003,LK,8.9426,79.94759,129.63201158477858
VCCA,LK,8.301542,80.42848,177.90704963907112
VCCB,LK,7.70576,81.678802,160.98192442851234
LK-0004,LK,9.26869,80.72741,198.80204693497782
VCCJ,LK,9.79233,80.070099,176.0491301318566
DBK,LK,8.273,79.756,185.52138046579353
KEZ,LK,6.95,79.93,195.65549388767613
VCCW,LK,6.25448989868,81.23519897460001,178.7424108381624
EYJB,LT,55.118049621,22.7648735,176.10636923436368
LT-0027,LT,55.57675,24.26939,138.1702356122734
EYPA,LT,55.97320175170898,21.093900680541992,125.20209755691997
